item_uuid,label,uri,thumbnail,afs_filename,media_uuid,media_label,media_uri,media_ark,media_type_afs_uuid,file_id,filesize
28b06abb-da56-4d8e-adb3-2fa7fb956185,AIA 1030,http://opencontext.org/subjects/28b06abb-da56-4d8e-adb3-2fa7fb956185,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1030I.jpg,troy-naa-samples-AIA-1030I.jpg,5aebb423-9260-41c0-8378-1db3aa005dcf,Photo AIA-1030I,https://opencontext.org/media/5aebb423-9260-41c0-8378-1db3aa005dcf,https://n2t.net/ark:/28722/k2p55zx9g,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",9bc7bfcd-266f-4e25-87c4-9cc0337164dd,232950
7bade607-24bb-47c7-892b-d1404ca3781f,AIA 1031,http://opencontext.org/subjects/7bade607-24bb-47c7-892b-d1404ca3781f,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1031E.jpg,troy-naa-samples-AIA-1031E.jpg,7fc01cf9-0ff9-4e5f-99c0-d676a8edc30d,Photo AIA-1031E,https://opencontext.org/media/7fc01cf9-0ff9-4e5f-99c0-d676a8edc30d,https://n2t.net/ark:/28722/k2gm8m39b,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",a5da508a-ff6f-43ad-93c9-4c24232d9b80,271787
7657801d-b4a9-4135-ab05-f0064063f708,AIA 1032,http://opencontext.org/subjects/7657801d-b4a9-4135-ab05-f0064063f708,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1032E.jpg,troy-naa-samples-AIA-1032E.jpg,8e195c6a-955a-45d3-bbb0-d7fceeafefc6,Photo AIA-1032E,https://opencontext.org/media/8e195c6a-955a-45d3-bbb0-d7fceeafefc6,https://n2t.net/ark:/28722/k2r21bb7h,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",173500ba-2647-455b-8c41-869748e3c0d8,231313
fac024a1-be12-4039-96dd-01ed0d9c6c45,AIA 1033,http://opencontext.org/subjects/fac024a1-be12-4039-96dd-01ed0d9c6c45,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1033E.jpg,troy-naa-samples-AIA-1033E.jpg,b809443e-39c5-4721-bd66-f4500fe84069,Photo AIA-1033E,https://opencontext.org/media/b809443e-39c5-4721-bd66-f4500fe84069,https://n2t.net/ark:/28722/k20k2rs6j,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",de78ca6b-0c5c-440f-b028-9595824642f8,236992
ee92a28a-6fd0-4b4c-918a-a35e7c7d1882,AIA 1034,http://opencontext.org/subjects/ee92a28a-6fd0-4b4c-918a-a35e7c7d1882,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1034E.jpg,troy-naa-samples-AIA-1034E.jpg,207642b8-609e-4de7-a362-a53e016782b2,Photo AIA-1034E,https://opencontext.org/media/207642b8-609e-4de7-a362-a53e016782b2,https://n2t.net/ark:/28722/k28346d3z,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",4fc08382-6dc2-46bd-b2e1-03ee343b1c34,268367
ef821a8a-6265-4934-b4c4-f29cded5db7a,AIA 1035,http://opencontext.org/subjects/ef821a8a-6265-4934-b4c4-f29cded5db7a,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1035E.jpg,troy-naa-samples-AIA-1035E.jpg,15536f70-e935-44b4-9315-6ce08478d1dc,Photo AIA-1035E,https://opencontext.org/media/15536f70-e935-44b4-9315-6ce08478d1dc,https://n2t.net/ark:/28722/k2hm5n10p,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",c0a297db-5658-4f89-ab55-1c40435a9d73,258503
999210be-2f23-4091-aa62-7bd5854b1184,AIA 1036,http://opencontext.org/subjects/999210be-2f23-4091-aa62-7bd5854b1184,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1036S.jpg,troy-naa-samples-AIA-1036S.jpg,691c2868-4b54-4ee5-95c8-70636b46b085,Photo AIA-1036S,https://opencontext.org/media/691c2868-4b54-4ee5-95c8-70636b46b085,https://n2t.net/ark:/28722/k21j9sp86,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",87da02ac-a42f-4e5a-a58e-d6201de5a276,222679
f051a6d0-57b2-429c-8c1c-c3f859d733dc,AIA 1037,http://opencontext.org/subjects/f051a6d0-57b2-429c-8c1c-c3f859d733dc,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1037E.jpg,troy-naa-samples-AIA-1037E.jpg,34df6b3b-8fca-4d4e-90d6-eb6aeba04e3a,Photo AIA-1037E,https://opencontext.org/media/34df6b3b-8fca-4d4e-90d6-eb6aeba04e3a,https://n2t.net/ark:/28722/k25b0hh11,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",9be97c28-1d1b-4b19-80aa-2b37cf70d5fd,234757
b8719656-e13e-4e09-b5f3-6e319a01949a,AIA 1038,http://opencontext.org/subjects/b8719656-e13e-4e09-b5f3-6e319a01949a,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1038E.jpg,troy-naa-samples-AIA-1038E.jpg,1f397d15-59f5-4ae3-92f6-008ecd361e74,Photo AIA-1038E,https://opencontext.org/media/1f397d15-59f5-4ae3-92f6-008ecd361e74,https://n2t.net/ark:/28722/k2dv1z384,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",fd2aa13e-269d-45ba-a159-cc9577481d81,238176
e3ce54b1-bee1-48b2-9d68-1bd58831ca4c,AIA 1039,http://opencontext.org/subjects/e3ce54b1-bee1-48b2-9d68-1bd58831ca4c,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1039E.jpg,troy-naa-samples-AIA-1039E.jpg,524509c5-7e63-456b-a89b-1bc3d36db100,Photo AIA-1039E,https://opencontext.org/media/524509c5-7e63-456b-a89b-1bc3d36db100,https://n2t.net/ark:/28722/k2p84pb2t,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",c035ef6a-3453-4d66-b064-b4254c7c989d,246423
dd7dcc8f-16eb-42e5-a351-7154e90bcaaa,AIA 1040,http://opencontext.org/subjects/dd7dcc8f-16eb-42e5-a351-7154e90bcaaa,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1040I.jpg,troy-naa-samples-AIA-1040I.jpg,950314fc-542c-4e47-9162-adee8edfe4c9,Photo AIA-1040I,https://opencontext.org/media/950314fc-542c-4e47-9162-adee8edfe4c9,https://n2t.net/ark:/28722/k2xp7dj72,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",c026bd25-8d6f-4742-b6f5-62b4f58ecbd0,236990
c2ad6652-db40-4516-a991-45d6d3abaf5e,AIA 1041,http://opencontext.org/subjects/c2ad6652-db40-4516-a991-45d6d3abaf5e,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1041E.jpg,troy-naa-samples-AIA-1041E.jpg,197d4c68-e1e3-4ec2-8e20-edbfe4c5d3a1,Photo AIA-1041E,https://opencontext.org/media/197d4c68-e1e3-4ec2-8e20-edbfe4c5d3a1,https://n2t.net/ark:/28722/k2xs63z2z,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",dc7feed3-7dd4-4aaa-87b3-529e47cdd9df,230480
96c545bd-ce09-4bcd-a309-1ab99ace9ce4,AIA 1042,http://opencontext.org/subjects/96c545bd-ce09-4bcd-a309-1ab99ace9ce4,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1042S.jpg,troy-naa-samples-AIA-1042S.jpg,6152198f-d984-4e05-bbb2-e16a4c60cb4d,Photo AIA-1042S,https://opencontext.org/media/6152198f-d984-4e05-bbb2-e16a4c60cb4d,https://n2t.net/ark:/28722/k2fr08m4j,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",69310851-4dca-48e5-8512-9bfa110ca234,234710
b4349d2f-d03a-4ae1-95c3-4c9b8ecd700f,AIA 1043,http://opencontext.org/subjects/b4349d2f-d03a-4ae1-95c3-4c9b8ecd700f,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1043E.jpg,troy-naa-samples-AIA-1043E.jpg,5dd97481-bea3-4695-ad91-a39604d72b82,Photo AIA-1043E,https://opencontext.org/media/5dd97481-bea3-4695-ad91-a39604d72b82,https://n2t.net/ark:/28722/k2kh10d8p,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",82bcf5ab-8d5e-450e-aab5-c5c398f269f5,233789
2dd604c6-7576-49c8-a3ad-7373d8c93569,AIA 1044,http://opencontext.org/subjects/2dd604c6-7576-49c8-a3ad-7373d8c93569,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1044E.jpg,troy-naa-samples-AIA-1044E.jpg,0bf20f29-d907-4fda-a496-3cdf6b13831b,Photo AIA-1044E,https://opencontext.org/media/0bf20f29-d907-4fda-a496-3cdf6b13831b,https://n2t.net/ark:/28722/k2v12f185,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",1a1ab204-ab44-4012-ab59-3491ee8cd98c,252064
73ba560a-5139-4b4d-b73f-09156968bea4,AIA 1045,http://opencontext.org/subjects/73ba560a-5139-4b4d-b73f-09156968bea4,https://artiraq.org/static/opencontext/troy-naa-samples/thumbs/AIA-1045E.jpg,troy-naa-samples-AIA-1045E.jpg,dfdf3607-9d0b-494f-8e03-7e1fe50a6d4c,Photo AIA-1045E,https://opencontext.org/media/dfdf3607-9d0b-494f-8e03-7e1fe50a6d4c,https://n2t.net/ark:/28722/k23j3vg57,"[""d472136d-a3da-4d6e-b386-ee13aff400d3""]",49be7055-6da1-4421-8f9e-0a378455ccc2,235727
