item_uuid,Item Label,Arches Project UUID,geo_point,set_uuid,place_uuid,add_collection_types_uuid,add_statement
5100ac40-17d5-4cad-b237-e47d0c1b3de8,AIA 1000,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
9a9a6f3d-bf31-4d00-843d-b7b25feb6b79,AIA 1001,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
03b53b38-bad9-44c6-9111-a0036cba4741,AIA 1002,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
710afa1c-d647-476c-847e-6847ba96e82c,AIA 1003,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
6a12c2ab-9275-4aa3-bcbe-86792c767e79,AIA 1004,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
0e28a937-719b-425b-9b9f-3fa9f107c090,AIA 1005,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
ac7abed7-8350-4dad-ae2a-cef708c79e8b,AIA 1006,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
79ca5201-c21d-41bf-82db-cf76f4679f55,AIA 1007,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
bd1a0b6f-c400-40c8-add1-554ef0870c99,AIA 1008,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
390d009e-8e63-4f4d-bee3-367ca432f697,AIA 1009,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
f20db744-fa40-4b9a-b4df-ca62cf8a25ac,AIA 1010,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
0ebb5fd1-e438-4575-bac4-9d022e1f7bf4,AIA 1011,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
93d65262-44ce-4a74-8822-1f79210dcea0,AIA 1012,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
15141710-63f8-4ae2-b5b5-bc1e3b4019f2,AIA 1013,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
1f1cdffc-205e-4c56-ace5-bae1ca4ec2ab,AIA 1014,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
297f9893-8307-48c8-bd6e-8eb3f15b093a,AIA 1015,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
e8923c4d-f2fb-4958-ae0b-92c9ceb2705e,AIA 1016,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
1096ebf3-5dae-4f66-910f-af4378cf481c,AIA 1017,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
4580210a-9380-4623-a24a-e697edba0a10,AIA 1018,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
f1f23505-0285-4fbb-b5ee-8727e33f9eac,AIA 1019,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
00865f7d-3486-41c3-9f2a-107de625b3a2,AIA 1020,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
dba81c74-0e23-4033-baa6-30a6c48eae91,AIA 1021,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
145481e7-2962-4c3f-946c-f66e9b6acaab,AIA 1022,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
b89efa11-76c3-45ba-bf2f-873c540190c7,AIA 1023,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
a5da52ef-7988-4e99-9fe5-dc4ed4b61db3,AIA 1024,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
219d71ec-b032-46c8-971c-f73aac0381a3,AIA 1025,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
31da131e-2061-4cfd-a153-20fbca147dc1,AIA 1026,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
b0ff93db-9b7b-4163-8196-99c418734512,AIA 1027,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
5f622339-3094-469b-a34d-f711287453c4,AIA 1028,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
c93e89c8-220f-494c-b66a-1b0eb7e8e348,AIA 1029,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
28b06abb-da56-4d8e-adb3-2fa7fb956185,AIA 1030,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
7bade607-24bb-47c7-892b-d1404ca3781f,AIA 1031,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
7657801d-b4a9-4135-ab05-f0064063f708,AIA 1032,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
fac024a1-be12-4039-96dd-01ed0d9c6c45,AIA 1033,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
ee92a28a-6fd0-4b4c-918a-a35e7c7d1882,AIA 1034,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
ef821a8a-6265-4934-b4c4-f29cded5db7a,AIA 1035,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
999210be-2f23-4091-aa62-7bd5854b1184,AIA 1036,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
f051a6d0-57b2-429c-8c1c-c3f859d733dc,AIA 1037,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
b8719656-e13e-4e09-b5f3-6e319a01949a,AIA 1038,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
e3ce54b1-bee1-48b2-9d68-1bd58831ca4c,AIA 1039,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
dd7dcc8f-16eb-42e5-a351-7154e90bcaaa,AIA 1040,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
c2ad6652-db40-4516-a991-45d6d3abaf5e,AIA 1041,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
96c545bd-ce09-4bcd-a309-1ab99ace9ce4,AIA 1042,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
b4349d2f-d03a-4ae1-95c3-4c9b8ecd700f,AIA 1043,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
2dd604c6-7576-49c8-a3ad-7373d8c93569,AIA 1044,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
73ba560a-5139-4b4d-b73f-09156968bea4,AIA 1045,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
d28ea31d-c3a2-43f4-bf27-e2f34fcabbb8,AIA 1046,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
7b9a2891-f49b-41e1-ac5d-f294c7261168,AIA 1047,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
9ffe154d-6edc-4762-ac58-fc21b4fa6889,AIA 1048,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
ef73a51a-f532-41d8-a336-34f97cfd8022,AIA 1049,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
88268c22-1349-4ef2-bed8-71d95c5b85fa,AIA 1050,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
08dad388-1bec-414f-aec9-d8f5d64cc6cb,AIA 1051,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
1099ee61-3df0-4804-903a-996c358c048a,AIA 1052,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
dfd76128-29ed-4786-b17f-c3520d4caa8a,AIA 1053,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
6c3fc8fd-b186-44c5-a6b2-81b2ceb583c2,AIA 1054,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
88542da7-c238-44a8-b7fb-50a63a0923f1,AIA 1055,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
9e48603f-b1b2-46e3-96f2-e5abbeae8210,AIA 1056,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
75f6aaef-3665-4867-8ab8-b8ccf8d7c069,AIA 1057,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
9e5eb39c-1d6a-48ed-a6e0-28c16d3f0931,AIA 1058,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
a2491a19-240c-41f8-93b0-a85b329cd7ab,AIA 1059,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}",c0debb27-0791-4a83-bd33-77c5d66bffc2,ac2067dd-a25d-4eda-9406-33089b1ee111,"[""c30c8618-d9bd-4cab-a934-668ad92b1969""]",This sherd was recovered during archaeological excavations at Troy and the was selected for study using Neutron Activation Analysis (NAA). 
